USER           PID  PPID     VSZ    RSS WCHAN            ADDR S NAME                       
root           815     2       0      0 0                   0 I [bioset]
root           816     2       0      0 0                   0 I [kverityd]
root           817     2       0      0 0                   0 I [bioset]
root           818     2       0      0 0                   0 I [ext4-rsv-conver]
root           819     2       0      0 0                   0 S [loop19]
root           820     2       0      0 0                   0 I [bioset]
root           821     2       0      0 0                   0 I [kverityd]
root           822     2       0      0 0                   0 I [bioset]
root           823     2       0      0 0                   0 I [ext4-rsv-conver]
root           824     2       0      0 0                   0 S [loop20]
root           825     2       0      0 0                   0 I [bioset]
root           826     2       0      0 0                   0 I [kverityd]
root           827     2       0      0 0                   0 I [bioset]
root           828     2       0      0 0                   0 I [ext4-rsv-conver]
root           829     2       0      0 0                   0 S [loop21]
root           830     2       0      0 0                   0 I [bioset]
root           831     2       0      0 0                   0 I [kverityd]
root           832     2       0      0 0                   0 I [bioset]
root           833     2       0      0 0                   0 I [ext4-rsv-conver]
root           834     2       0      0 0                   0 S [loop22]
root           835     2       0      0 0                   0 I [bioset]
root           836     2       0      0 0                   0 I [kverityd]
root           837     2       0      0 0                   0 I [bioset]
root           838     2       0      0 0                   0 I [ext4-rsv-conver]
root           839     2       0      0 0                   0 S [loop23]
root           840     2       0      0 0                   0 I [ext4-rsv-conver]
root           841     2       0      0 0                   0 S [loop24]
root           842     2       0      0 0                   0 I [bioset]
root           843     2       0      0 0                   0 I [kverityd]
root           844     2       0      0 0                   0 I [bioset]
root           845     2       0      0 0                   0 I [ext4-rsv-conver]
root           846     2       0      0 0                   0 S [loop25]
root           847     2       0      0 0                   0 I [bioset]
root           848     2       0      0 0                   0 I [kverityd]
root           849     2       0      0 0                   0 I [bioset]
root           850     2       0      0 0                   0 I [ext4-rsv-conver]
root           851     2       0      0 0                   0 S [loop26]
root           853     2       0      0 0                   0 I [bioset]
root           854     2       0      0 0                   0 I [kverityd]
root           855     2       0      0 0                   0 I [bioset]
root           856     2       0      0 0                   0 I [ext4-rsv-conver]
root           857     2       0      0 0                   0 S [loop27]
root           858     2       0      0 0                   0 I [bioset]
root           859     2       0      0 0                   0 I [kverityd]
root           860     2       0      0 0                   0 I [bioset]
root           861     2       0      0 0                   0 I [ext4-rsv-conver]
root           862     2       0      0 0                   0 S [loop28]
root           863     2       0      0 0                   0 I [ext4-rsv-conver]
root           864     2       0      0 0                   0 S [loop29]
root           865     2       0      0 0                   0 I [ext4-rsv-conver]
root           866     2       0      0 0                   0 S [loop30]
root           867     2       0      0 0                   0 I [bioset]
root           868     2       0      0 0                   0 I [kverityd]
root           869     2       0      0 0                   0 I [bioset]
root           870     2       0      0 0                   0 I [ext4-rsv-conver]
root           871     2       0      0 0                   0 S [loop31]
root           872     2       0      0 0                   0 I [ext4-rsv-conver]
root           873     2       0      0 0                   0 S [loop32]
root           874     2       0      0 0                   0 I [bioset]
root           875     2       0      0 0                   0 I [kverityd]
root           876     2       0      0 0                   0 I [bioset]
root           877     2       0      0 0                   0 I [ext4-rsv-conver]
root           878     2       0      0 0                   0 S [loop33]
root           879     2       0      0 0                   0 I [bioset]
root           880     2       0      0 0                   0 I [kverityd]
root           881     2       0      0 0                   0 I [bioset]
root           882     2       0      0 0                   0 I [ext4-rsv-conver]
root           883     2       0      0 0                   0 S [loop34]
root           884     2       0      0 0                   0 I [bioset]
root           885     2       0      0 0                   0 I [kverityd]
root           886     2       0      0 0                   0 I [bioset]
root           887     2       0      0 0                   0 I [ext4-rsv-conver]
root           888     2       0      0 0                   0 I [bioset]
root           889     2       0      0 0                   0 I [kverityd]
root           890     2       0      0 0                   0 I [bioset]
root           891     2       0      0 0                   0 I [ext4-rsv-conver]
system         915     1 2295660   1712 0                   0 S time_daemon
radio          916     1 2290880    280 0                   0 S ipacm
statsd         927     1 2304636   1672 0                   0 S statsd
root           928     1 2559116   1620 0                   0 S netd
root           929     1 6677928  22676 0                   0 S zygote64
root           930     1 1795944   1164 0                   0 S zygote
root           985     2       0      0 0                   0 S [glink_cdsp]
root           987     2       0      0 0                   0 S [qrtr_rx]
root          1002     2       0      0 0                   0 S [glink_adsp]
root          1003     2       0      0 0                   0 S [qrtr_rx]
system        1035     1 3458352   1048 0                   0 S ssgtzd
audioserver   1036     1   72876    400 0                   0 S android.hardware.audio.service
system        1037     1 2142652   2612 0                   0 S android.hidl.allocator@1.0-service
system        1038     1 2259040   1352 0                   0 S qccsyshal@1.2-service
bluetooth     1039     1 2399020    580 0                   0 S android.hardware.bluetooth@1.0-service-qti
cameraserver  1040     1 5379476   3980 0                   0 S android.hardware.camera.provider@2.4-service_64
media         1041     1   14072    276 0                   0 S android.hardware.cas@1.2-service
media         1042     1 2224700   1116 0                   0 S android.hardware.drm@1.3-service.clearkey
media         1043     1 2316524    716 0                   0 S android.hardware.drm@1.3-service.widevine
system        1044     1 2196856   1836 0                   0 S android.hardware.dumpstate@1.1-service.xiaomi
gps           1045     1 2708372    312 0                   0 S android.hardware.gnss@2.1-service-qti
system        1046     1 2519172   1764 0                   0 S android.hardware.graphics.composer@2.4-service
system        1047     1 2166564   2180 0                   0 S android.hardware.health@2.1-service
system        1048     1 2246296   1916 0                   0 S android.hardware.ir@1.0-service
system        1049     1 2168204   2412 0                   0 S android.hardware.lights-service.qti
system        1050     1 2293400   2100 0                   0 S android.hardware.memtrack@1.0-service
system        1051     1 2408944   3060 0                   0 S android.hardware.neuralnetworks@1.3-service-qti
system        1052     1 2201340   2756 0                   0 S android.hardware.power-service
system        1053     1 2971432   2072 0                   0 S android.hardware.sensors@1.0-service
root          1054     1 2266492   1688 0                   0 S android.hardware.thermal@2.0-service.qti
system        1056     1 2189536   1800 0                   0 S android.hardware.usb@1.0-service
wifi          1058     1 2242468  10256 0                   0 S android.hardware.wifi@1.0-service
system        1060     1 2240020   1372 0                   0 S vendor.display.color@1.0-service
nfc           1061     1 2243916   1856 0                   0 S vendor.nxp.hardware.nfc@2.0-service
system        1065     1 2137236   1864 0                   0 S vendor.qti.esepowermanager@1.1-service
system        1066     1 2278936   1712 0                   0 S vendor.qti.hardware.capabilityconfigstore@1.0-service
system        1067     1 2290872   3272 0                   0 S vendor.qti.hardware.display.allocator-service
system        1068     1 2240960   1784 0                   0 S dspservice
root          1071     1 2312376   1700 0                   0 S vendor.qti.hardware.iop@2.0-service
root          1072     1 2690708   2260 0                   0 S vendor.qti.hardware.perf@2.2-service
system        1073     1 2171600   1808 0                   0 S vendor.qti.hardware.qccvndhal@1.0-service
system        1074     1 2258752   1828 0                   0 S vendor.qti.hardware.qteeconnector@1.0-service
system        1075     1 2239600   1824 0                   0 S vendor.qti.hardware.sensorscalibrate@1.0-service
system        1076     1 2369556    292 0                   0 S vendor.qti.hardware.servicetracker@1.2-service
system        1077     1 2141804   1808 0                   0 S vendor.qti.hardware.soter@1.0-service
system        1078     1 2202360   1528 0                   0 S vendor.qti.hardware.tui_comm@1.0-service-qti
mediacodec    1079     1   34796    292 0                   0 S media.hwcodec
system        1080     1 2284484   2852 0                   0 S vendor.xiaomi.hardware.displayfeature@1.0-service
system        1081     1 2313768   1684 0                   0 S fidoca
system        1082     1 2340376   1684 0                   0 S vendor.xiaomi.hardware.micharge@1.0-service
system        1083     1 2278612   1816 0                   0 S vendor.xiaomi.hardware.misys@1.0-service
system        1084     1 2252068   1480 0                   0 S vendor.xiaomi.hardware.misys@2.0-service
system        1085     1 2261772   1748 0                   0 S vendor.xiaomi.hardware.misys@3.0-service
root          1087     1 2204940   1768 0                   0 S vendor.xiaomi.hardware.misys@4.0-service
system        1091     1 2242136   1848 0                   0 S mlipayd@1.1
root          1092     1 2372272   2040 0                   0 S mtd@1.3
system        1093     1 2242628   1324 0                   0 S tidad@1.2
system        1094     1 2265972   1524 0                   0 S vendor.xiaomi.hardware.touchfeature@1.0-service
system        1095     1 2208080   2608 0                   0 S vendor.xiaomi.hardware.vibratorfeature.service
system        1098     1   13156    276 0                   0 S vsimd
media         1099     1 2194984   1880 0                   0 S vppservice
vendor_qrtr   1106     1 2195588   1556 0                   0 S qrtr-ns
system        1114     1 2241136   1664 0                   0 S pd-mapper
system        1136     1 2225428   1380 0                   0 S pm-service
root          1142     2       0      0 0                   0 S [irq/194-arm-smm]
audioserver   1150     1 3546800  10528 0                   0 S audioserver
credstore     1158     1 2221660   3536 0                   0 S credstore
gpu_service   1165     1 2250636   2688 0                   0 S gpuservice
system        1170     1 2834404  40736 0                   0 S surfaceflinger
system        1173     1 2187804   1828 0                   0 S adsprpcd
root          1175     2       0      0 0                   0 I [modem]
nobody        1177     1 2218472   1720 0                   0 S rmt_storage
root          1180     2       0      0 0                   0 I [adsp]
vendor_rfs    1183     1 2210316   1632 0                   0 S tftp_server
root          1184     2       0      0 0                   0 I [adsp]
system        1185     1 2365380   1648 0                   0 S sensors.qti
root          1193     2       0      0 0                   0 S [irq/195-arm-smm]
root          1200     2       0      0 0                   0 I [f_mtp]
root          1202     2       0      0 0                   0 I [at_usb0]
root          1203     2       0      0 0                   0 I [at_usb1]
root          1204     2       0      0 0                   0 I [at_usb2]
root          1222     2       0      0 0                   0 I [rmnet_ctrl]
root          1262     2       0      0 0                   0 I [dpl_ctrl]
root          1263     2       0      0 0                   0 I [qdss]
root          1272     2       0      0 0                   0 I [qdss_mdm]
root          1279     2       0      0 0                   0 S [irq/471-swr_mas]
root          1280     2       0      0 0                   0 S [irq/472-swr_mas]
root          1390     2       0      0 0                   0 I [cds_recovery_wo]
root          1391     2       0      0 0                   0 S [wlan_logging_th]
root          1393     1 2254240   1964 0                   0 S batteryd
root          1394     1 3816276    772 0                   0 S mi_thermald
root          1506     2       0      0 0                   0 I [tfa98xx]
root          1507     2       0      0 0                   0 I [tfa98xx]
system        1518     1 2141516   1716 0                   0 S subsystem_ramdump
system        1530     1 2320328   1588 0                   0 S pm-proxy
drm           1538     1   26260    328 0                   0 S drmserver
root          1541     1 2322400   3564 0                   0 S misight
nobody        1549     1 2235532    920 0                   0 S traced_probes
nobody        1551     1 2256720   2128 0                   0 S traced
root          1556     2       0      0 0                   0 S [irq/481-swr_wak]
root          1592     1 2213268   2944 0                   0 S dpmd
system        1604     1 2431456    732 0                   0 S dpmQmiMgr
system        1620  1592 2236016   2176 0                   0 S dpmd
cameraserver  1636     1 3011804   6448 0                   0 S cameraserver
incidentd     1642     1 2199364   2840 0                   0 S incidentd
root          1643     1 2297900   2260 0                   0 S millet_monitor
root          1644     1 2265132   2240 0                   0 S millet_monitor
root          1646     1 2248748   2260 0                   0 S millet_monitor
root          1649     1 2335512   4896 0                   0 S installd
mediaex       1657     1 3150712   7164 0                   0 S media.extractor
media         1664     1 2425752   2664 0                   0 S media.metrics
media         1665     1  135004   2156 0                   0 S mediaserver
root          1671     1 2415664   3364 0                   0 S miuibooster
root          1715     1 2278688   3408 0                   0 S storaged
wifi          1720     1 2170884   4604 0                   0 S wificond
root          1721     2       0      0 0                   0 S [glink_modem]
root          1722     2       0      0 0                   0 S [qrtr_rx]
root          1723     1 2186144   2236 0                   0 S fdpp
root          1724     1 2913256   4360 0                   0 S shelld
system        1726     1 2431680   4252 0                   0 S perfservice
mediacodec    1740     1   85704   2576 0                   0 S media.codec
system        1744     1 2594284   1564 0                   0 S cnd
system        1745     1   20800    276 0                   0 S wifidisplayhalservice
radio         1762     1 2270756   1520 0                   0 S imsqmidaemon
radio         1763     1 2211020   1524 0                   0 S ipacm-diag
radio         1765     1 3807368   1728 0                   0 S netmgrd
radio         1776     1 2230380    384 0                   0 S port-bridge
system        1778     1 2224668   1820 0                   0 S adsprpcd
media         1779     1 2220588   1236 0                   0 S adsprpcd
system        1781     1 2269716   1868 0                   0 S cdsprpcd
system        1785     1   13468    264 0                   0 S wfdvndservice
mediacodec    1807     1 3996468   7696 0                   0 S media.swcodec
system        1822     1 2255808   1892 0                   0 S cnss-daemon
radio         1827     1    7772    272 0                   0 S ssgqmigd
gps           1828     1 2303740   1448 0                   0 S mlid
gps           1839     1 2209948   1624 0                   0 S loc_launcher
system        1849     1 2377392   1716 0                   0 S ATFWD-daemon
system        1854     1 2324260   3648 0                   0 S gatekeeperd
gps           1873  1839 2283908   1260 0                   0 S lowi-server
gps           1875  1839 2420092    296 0                   0 S xtra-daemon
system        1883     1 2156808   2068 0                   0 S android.hardware.biometrics.fingerprint@2.1-service
system        1896     1 2280612   1516 0                   0 S tloc_daemon
root          1904     1 2197908   1892 0                   0 S vendor.xiaomi.cit.bluetooth@1.0-service
root          1912     1 2253064   1744 0                   0 S vendor.xiaomi.cit.wifi@1.0-service
system        1916     1 2421504   1732 0                   0 S vendor.xiaomi.hardware.citsensorservice@1.1-service
system        1919     1 2206676   1656 0                   0 S vendor.xiaomi.sensor.communicate@1.0-service
radio         1947     1 4006836    324 0                   0 S qcrild
root          1955     1 2135464   1764 0                   0 S msm_irqbalance
radio         1962     1 3865152    300 0                   0 S qcrild
radio         1965     1 2549196   1872 0                   0 S imsdatadaemon
radio         1967     1 2231148   1776 0                   0 S qti
system        1970     1 2332656    212 0                   0 S hvdcp_opti
radio         1976     1 2233140   1712 0                   0 S adpl
system        2053   929 13027652 184656 0                  0 S system_server
root          2175     2       0      0 0                   0 I [ipawq34]
root          2178     2       0      0 0                   0 I [iparepwq34]
root          2180     2       0      0 0                   0 I [ipawq35]
root          2181     2       0      0 0                   0 I [iparepwq35]
radio         2534     1 2432696    244 0                   0 S ims_rtp_daemon
u0_a130       2876   929 9259744 100060 0                   0 S com.miui.home
system        2883   929 6772824  18700 0                   0 S com.miui.powerkeeper
root          3167   928 2171276   1972 0                   0 S iptables-restore
network_stack 3169   929 6466964  21556 0                   0 S com.android.networkstack.process
root          3179   928 2183564   1868 0                   0 S ip6tables-restore
radio         3197   929 6275120   5860 0                   0 S .dataservices
u0_a114       3248   929 6289232   9668 0                   0 S .qtidataservices
u0_a216       3286   929 6297868  19992 0                   0 S org.codeaurora.ims
secure_element 3309  929 6091952  15828 0                   0 S com.android.se
finddevice    3331   929 6849872   1032 0                   0 S com.xiaomi.finddevice
u0_a240       3339   929 6091848  18820 0                   0 S com.qualcomm.qti.devicestatisticsservice
radio         3357   929 7387340  31020 0                   0 S com.android.phone
system        3384   929 8831232 140984 0                   0 S com.android.systemui
u0_a235       3402   929 6314416  14396 0                   0 S com.qti.qcc
system        4189   929 6713692  27484 0                   0 S com.miui.aod
root          4340     2       0      0 0                   0 I [kworker/u17:9]
root          4374     1 2154932   1768 0                   0 S batterysecret
system        4376     1 2139456   1924 0                   0 S charge_logger
system        4400     1 2275528   4016 0                   0 S mcd
system        4401     1 2212080   2132 0                   0 S qspmsvc
root          4407     1 3057280   1604 0                   0 S thermal-engine
root          4410     1 2175096   1508 0                   0 S MI_RIC
root          4495     2       0      0 0                   0 S [irq/84-90b6300.]
root          4497     2       0      0 0                   0 S [irq/88-90cd000.]
u0_a254       4867   929 7794464  35052 0                   0 S com.google.android.providers.media.module
system        4928   929 6183720  17380 0                   0 S com.xiaomi.barrage
system        4952   929 6713404  20576 0                   0 S com.miui.daemon
nfc           4982   929 6292360  32528 0                   0 S com.android.nfc
u0_a237       5110   929 6132892  31792 0                   0 S com.qualcomm.qti.workloadclassifier
system        5195   929 6394396  18940 0                   0 S com.xiaomi.NetworkBoost
u0_a226       5226   929 6222064  15224 0                   0 S com.qualcomm.location
system        5267   929 6174188  18528 0                   0 S com.qti.diagservices
system        5281   929 6888144 132776 0                   0 S com.miui.securitycenter
system        5344   929 6763320  31844 0                   0 S com.miui.face
u0_i9450      5443 10529 260842572 45572 0                  0 S com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:1
system        5517   929 7890336  13832 0                   0 S com.miui.securitycenter.remote
root          5533     2       0      0 0                   0 I [kworker/4:1]
root          5853     2       0      0 0                   0 I [kworker/5:1]
u0_a246       6182   929 6485224   8136 0                   0 S com.google.android.adservices.api
root          6254     2       0      0 0                   0 I [kworker/u17:1]
root          6255     2       0      0 0                   0 I [kworker/u17:4]
root          6632     2       0      0 0                   0 I [kworker/u17:8]
root          8033     2       0      0 0                   0 I [kworker/5:2H]
root          8064     2       0      0 0                   0 I [kworker/u16:5]
u0_a127       8324   929 7186352  46228 0                   0 S com.android.vending
root          8701     2       0      0 0                   0 I [kworker/u16:10]
root          9378     2       0      0 0                   0 I [kworker/5:0]
root          9495     2       0      0 0                   0 I [kworker/6:2]
root          9623     2       0      0 0                   0 R [kworker/7:2]
bluetooth     9837   929 6400636  40356 0                   0 S com.xiaomi.bluetooth
u0_a159      10198   929 6640176  18688 0                   0 S com.miui.msa.global
system       10377   929 6360492  12796 0                   0 S com.xiaomi.joyose
webview_zygote 10529 929 31693784 15664 0                   0 S webview_zygote
u0_a92       10570   929 6731804  43908 0                   0 S com.facebook.services
u0_a173      11124   929 7498084   8228 0                   0 S com.xiaomi.mipicks
u0_a167      11666   929 6094876  14608 0                   0 S com.xiaomi.xmsfkeeper
root         11698     2       0      0 0                   0 I [kworker/u16:7]
u0_a193      12436   929 6206736  18216 0                   0 S com.miui.misound
u0_a188      12949   929 6210096  15260 0                   0 S com.qti.phone
u0_a74       13086   929 6117992  18924 0                   0 S system
u0_a298      13337   929 6430488  22736 0                   0 S com.microsoft.appmanager:pnsvc
root         14125     2       0      0 0                   0 I [kworker/u17:3]
root         14126     2       0      0 0                   0 I [kworker/u17:5]
root         14130     2       0      0 0                   0 I [kworker/u17:7]
root         14179     2       0      0 0                   0 I [kworker/7:0]
root         14197     2       0      0 0                   0 I [kworker/u16:12]
u0_a206      14403   929 15566360 92988 0                   0 R com.google.android.youtube
system       14532   929 6919496  70536 0                   0 S com.android.settings
u0_a118      14541   929 6042052  18864 0                   0 S com.tencent.soter.soterserver
u0_a183      14671   929 6381424  74328 0                   0 S com.miui.miwallpaper
u0_a155      15008   929 33867824 102996 0                  0 S com.google.android.gms
u0_a155      15026   929 7941776 109616 0                   0 S com.google.android.gms.persistent
u0_a120      15569   929 6042044  17708 0                   0 S org.ifaa.aidl.manager
root         15783     2       0      0 0                   0 I [kworker/1:2]
root         16227     2       0      0 0                   0 I [kworker/2:2H]
system       16275   929 6215792  13600 0                   0 S com.miui.aod:settings
root         16420     2       0      0 0                   0 I [kworker/6:1]
root         16751     2       0      0 0                   0 I [kworker/u16:2]
root         16803     2       0      0 0                   0 I [kworker/u16:6]
root         16845     2       0      0 0                   0 I [kworker/0:2]
root         16965     2       0      0 0                   0 I [kworker/7:4]
root         17240     2       0      0 0                   0 I [kworker/4:0]
root         17858     2       0      0 0                   0 I [kworker/u16:0]
root         18165     2       0      0 0                   0 I [kworker/0:0]
u0_i9444     18308 10529 260822160 40576 0                  0 S com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:2
shell        18424     1 2405852   3416 0                   0 S adbd
root         18454     2       0      0 0                   0 I [kworker/2:1]
root         18553     2       0      0 0                   0 I [kworker/0:1]
root         18627     2       0      0 0                   0 I [kworker/u16:8]
root         18666     2       0      0 0                   0 I [kworker/u16:11]
u0_a320      18842   929 8239196 175308 0                   0 S com.whatsapp
root         19211     2       0      0 0                   0 I [kworker/6:5]
u0_a249      19444   929 6278784  52104 0                   0 S com.google.android.permissioncontroller
root         19517     2       0      0 0                   0 I [kworker/7:1]
shell        19520 18424 2221896   3128 unix_stream_read_generic 0 S abb
root         19696     2       0      0 0                   0 I [kworker/u16:13]
root         19698     2       0      0 0                   0 I [kworker/u16:14]
root         19699     2       0      0 0                   0 I [kworker/u16:16]
root         19700     2       0      0 0                   0 I [kworker/u16:17]
root         19701     2       0      0 0                   0 I [kworker/u16:18]
root         19702     2       0      0 0                   0 I [kworker/3:1]
root         19703     2       0      0 0                   0 I [kworker/u16:19]
u0_a170      19713   929 33151712 82864 0                   0 S com.miui.global.packageinstaller
system       19737   929 6080336  54336 0                   0 S com.android.keychain
u0_a127      19825   929 6935716  67748 0                   0 S com.android.vending:background
root         19860     2       0      0 0                   0 I [kworker/0:3]
system       19948   929 6082036  53396 0                   0 S com.xiaomi.mtb
u0_i9461     20208 10529 260803500 75880 0                  0 S com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
root         20265   929 6525148  12700 0                   0 S usap64
root         20267   929 6525148  12704 0                   0 S usap64
u0_a175      20834   929 33708500 79796 0                   0 S com.miui.notes
u0_a255      21103   929 6230500  18532 0                   0 S com.google.android.ext.services
u0_a151      21297   929 6768360   3620 0                   0 S com.google.android.as
u0_a145      21583   929 6463364  86984 0                   0 S com.google.android.apps.wellbeing
root         21795     2       0      0 0                   0 S [scheduler_threa]
root         21796     2       0      0 0                   0 S [cds_ol_rx_threa]
wifi         21834     1 2411896   3356 0                   0 S wpa_supplicant
u0_a256      21932   929 6060156  77200 0                   0 S com.google.android.cellbroadcastreceiver
root         21957     2       0      0 0                   0 I [kworker/6:0]
root         21975     2       0      0 0                   0 I [kworker/u17:6]
u0_a101      22069   929 6055904  62800 0                   0 S com.android.htmlviewer:remote
u0_a149      22144   929 7729076  13952 0                   0 S com.google.android.googlequicksearchbox:interactor
bluetooth    22180   929 6829868  10700 0                   0 S com.android.bluetooth
root         22369     2       0      0 0                   0 I [kworker/0:4]
root         22417     2       0      0 0                   0 I [kworker/4:2]
root         22586   929 6525148  14136 0                   0 S usap64
root         22587   929 6525148  14204 0                   0 S usap64
root         22588   929 6525148  14196 0                   0 S usap64
root         22589   929 6525148  14204 0                   0 S usap64
root         22590   929 6525148  14140 0                   0 S usap64
u0_a147      22616   929 6169504  65936 0                   0 S com.google.android.partnersetup
u0_a142      22648   929 6333372  68568 0                   0 S com.google.android.apps.turbo:aab
u0_a155      22687   929 6101576  66552 0                   0 S com.google.process.gapps
u0_a164      22718   929 31536532 74572 0                   0 S com.android.chrome
u0_a129      22752   929 8222692 110768 0                   0 S com.android.camera
root         22942     2       0      0 0                   0 I [kworker/6:3]
u0_a134      23049   929 6565636  84692 0                   0 S com.miui.weather2
root         23218     2       0      0 0                   0 I [kworker/4:3]
u0_a192      23246   929 6457104  12592 0                   0 S com.miui.analytics
u0_a148      23286   929 7094188  76452 0                   0 S com.miui.cloudbackup
u0_a222      23366   929 6416540   4956 0                   0 S com.lbe.security.miui
u0_a292      23444   929 34151488 228872 0                  0 S com.vodafone.selfservis
u0_i9462     23588 10529 260817768 136340 0                 0 S com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
root         23743     2       0      0 0                   0 I [kworker/2:0]
root         23770     2       0      0 0                   0 I [kworker/7:3]
u0_a81       23810   929 6172284  88780 0                   0 S android.process.acore
u0_a208      23916   929 7045700 170856 0                   0 S com.google.android.apps.messaging
shell        24100 18424 2173588   3432 0                   0 R ps
u0_a231      24122   929 6059620  16152 0                   0 S com.android.smspush
u0_a162      24238   929 6983424   7584 0                   0 S com.xiaomi.xmsf
system       25060   929 6168912  26860 0                   0 S com.miui.notification:remote
root         25109     2       0      0 0                   0 I [kworker/u17:0]
root         25110     2       0      0 0                   0 I [kworker/u17:2]
root         25249     2       0      0 0                   0 I [kworker/3:0]
u0_a182      25267   929 7895920 152668 0                   0 S com.google.android.inputmethod.latin
u0_a155      25396   929 6223504  19848 0                   0 S com.google.process.gservices
root         26213     2       0      0 0                   0 I [kworker/0:2H]
root         26639     2       0      0 0                   0 I [kworker/u16:4]
root         28252     2       0      0 0                   0 I [kworker/2:0H]
root         29148     2       0      0 0                   0 I [kworker/2:3]
u0_a137      29665   929 33185484 87032 0                   0 S com.mi.globalminusscreen
root         29929     2       0      0 0                   0 I [kworker/1:1]
u0_a444      31682   929 7511388  33256 0                   0 S com.truecaller
root         31911     2       0      0 0                   0 I [kworker/u16:9]
root         31914     2       0      0 0                   0 I [kworker/u16:15]
root         31923     2       0      0 0                   0 I [dsi_err_workq]
root         31988     2       0      0 0                   0 I [kworker/6:4]
u0_a76       32059   929 6365188  50872 0                   0 S android.process.media
